,TF-IDF weight,Term
0,0.11535142841542782,tom sevenstrings
1,0.09063326518355043,yellow cloak
2,0.07415448969563217,mo nakloz
3,0.07003479582365262,kraznys mo
4,0.06179540807969347,lem lemoncloak
5,0.05355602033573435,thoren smallwood
6,0.05355602033573435,said grenn
7,0.04943632646375478,painted table
8,0.04943632646375478,lord davos
9,0.04943632646375478,said mance
