,TF-IDF weight,Term
0,0.4711228449958673,ned said
1,0.10623358269514653,ned told
2,0.07852047416597788,littlefinger said
3,0.06928277132292165,vayon poole
4,0.06466391990139354,said ned
5,0.06466391990139354,rodrik said
6,0.06004506847986544,stallion mounts
7,0.06004506847986544,mounts world
8,0.05080736563680921,bran robb
9,0.046188514215281105,jory cassel
