,TF-IDF weight,Term
0,0.2738220855793712,lord ramsay
1,0.20703621104781722,zo loraq
2,0.18700044868835106,hizdahr zo
3,0.15026821769599638,shy maid
4,0.143589630242841,green grace
5,0.14025033651626329,golden company
6,0.1168752804302194,jon connington
7,0.11353598670364172,mo reznak
8,0.11019669297706401,reznak mo
9,0.10017881179733092,kindly man
